id,gid,recording,medium,position,number,name,artist_credit,length,edits_pending,last_updated
12861576,ab7a4610-3446-32e5-9445-5aa4a7830ac0,13782331,1200892,11,11,Pimp Wit It,1154853,204000,0,2013-04-19 20:00:24.079323+02
13374134,2870efff-80e3-3b3f-a8a5-d2431bb1276e,14066360,1232006,1,1,Avio Muva,977507,438000,0,2012-10-08 19:49:27.166865+02
13374137,c928e4fb-f467-3bff-8083-d32945ee1eb4,14066363,1232006,4,4,Conclave Oibscrum,977507,192000,0,2012-10-08 19:49:27.166865+02
13374138,51fa8272-f28c-329e-b502-09050c4899a1,14066364,1232006,5,5,Crucified Jesus in Databus,977507,514000,0,2012-10-08 19:49:27.166865+02
13374151,a2f17997-739e-380f-9dcb-7d8872902e65,14066377,1232007,8,8,U Create Ur Own God,977507,394000,0,2012-10-08 19:49:27.166865+02
14196544,a31ab067-40d1-3ba0-8d37-e7b1634e6ced,14419864,1287761,1,1,Memories,826231,284000,0,2013-02-12 05:28:56.080463+01
14380918,eabf09a9-afdd-3746-910a-9833d2599ff3,11152093,703604,1,1,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil I, Bar 1. ""Veni, creator spiritus""",10293,81493,0,2013-03-14 18:53:13.800592+01
14380919,8b743d30-cbc9-3219-ade2-a1e0bd3a0717,11152094,703604,2,2,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil I, Bar 46. ""Imple superna gratia""",10293,182373,0,2013-03-14 18:53:13.800592+01
14380925,64483aed-3246-3b98-8d60-c99e768c7c2a,11152100,703604,8,8,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil I, Bar 488. ""Gloria sit Patri Domino""",10293,187893,0,2013-03-14 18:53:13.800592+01
14380928,2383ef92-beac-3680-86c6-1bcfbf827f83,11152103,703604,11,11,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil II, Bar 167. Chor und Echo: ""Waldung, sie schwankt heran""",10293,233693,0,2013-03-14 18:53:13.800592+01
14380932,78bf1016-ae2e-3f49-9023-55f39c82d94e,11152107,703604,15,15,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil II, Bar 436. ""Jene Rosen aus den Händen"" (Chor der jüngeren Engel)",10293,102506,0,2013-03-14 18:53:13.800592+01
14380936,f988dec9-4130-367e-a370-1c1a43ddcb5d,11152111,703604,19,19,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil II, Bar 780. ""Dir, der Unberührbaren"" (Chor I/II) - ""Du schwebst zu Höhen"" (Chor der Büsserinnen und Una poenitentium)",10293,184306,0,2013-03-14 18:53:13.800592+01
14380942,cdff4636-efdf-3f1e-a288-5a378a7c19fb,11152117,703604,25,25,[applause],951204,95266,0,2013-03-14 18:53:13.800592+01
14737899,024a10c7-195c-3490-9138-2c4e9715aaba,8229829,415670,15,15,Revolution (vs. John Marks),352987,255000,0,2013-05-12 20:29:30.830067+02
14914583,bcbef11c-121f-4c9c-8bc7-7064257f2d49,3903321,1336399,4,4,Solar Waves,205714,173000,0,2013-06-05 18:46:24.529824+02
14914584,527ae891-bc07-4daf-bca1-7d0a3789503a,3903324,1336399,5,5,"Tomorrow, Yesterday",205714,223000,0,2013-06-05 18:46:24.529824+02
15237413,78be1486-7cb5-40ad-8e41-dc6d47b15c64,547850,1361156,1,1,I Want You (vocal),962,274960,0,2013-08-16 05:25:39.347826+02
15237420,b6fdf435-0c75-40cc-bce9-47244fa40569,547858,1361156,8,8,Since I Had You,962,245826,0,2013-08-16 05:25:39.347826+02
15255145,2f124aa3-cae4-4f41-87f1-8c404f44b780,15194507,1362825,2,2,"""Ist nicht Ephraim mein teurer Sohn"", SWV 40",1206709,366000,0,2013-08-17 20:20:17.387859+02
58110,d92704d3-b3ff-34e1-b5f5-d8ced3513283,72659,991142,2,2,Liza,5489,200000,0,2011-05-16 18:08:20.288158+02
58112,47e373ac-2ba9-387f-a01f-c268f5b937ab,72661,991142,4,4,All God's Chillun Got Rhythm,5489,158000,0,2011-05-16 18:08:20.288158+02
58115,9e020ae9-a4e1-3177-9238-31a74bbd8436,72664,991142,7,7,After All,5489,292000,0,2011-05-16 18:08:20.288158+02
58119,9c725feb-ce7e-37c9-a9c8-ccfd4dd385a1,72668,991142,11,11,Slicer,5489,316000,0,2011-05-16 18:08:20.288158+02
271077,b1b6d41a-21df-3bb3-a3e1-ed6faa6b8642,313856,77259,3,3,Single (Photek remix),319,319160,0,2011-05-16 18:08:20.288158+02
271078,5625a352-df1f-3a00-a703-55aa34529b42,313857,77259,4,4,Walking Wounded (Omni Trio mix),319,403333,0,2011-05-16 18:08:20.288158+02
271079,1d4ef6a7-ad9c-3d34-90b2-67220fb08363,313858,77259,5,5,Walking Wounded (Dave Wallace remix),319,496040,0,2011-05-16 18:08:20.288158+02
476231,627256d3-669b-36c7-a582-2c4bdaac04b4,547855,320679,5,5,I Wanna Be Where You Are,962,78426,0,2011-05-16 18:08:20.288158+02
476242,2347efd1-8e31-3b28-801b-c096a66e45d7,547855,823517,5,5,I Wanna Be Where You Are,962,78426,0,2011-05-16 18:08:20.288158+02
476253,89da9d6b-0ae5-3bb8-9751-4faf3f79f7ee,547855,823526,5,5,I Wanna Be Where You Are,962,78426,0,2011-05-16 18:08:20.288158+02
476233,eb54fe45-bb17-3958-9107-efe975dfb964,547857,320679,7,7,All the Way Around,962,230373,0,2011-05-16 18:08:20.288158+02
476244,4f24e2ff-9592-3cda-99bb-d3f088fb91bc,547857,823517,7,7,All the Way Around,962,230373,0,2011-05-16 18:08:20.288158+02
476255,4ddabf67-aa62-361f-8ce6-3c58247b32a2,547857,823526,7,7,All the Way Around,962,230373,0,2011-05-16 18:08:20.288158+02
1340801,c6b18f31-f403-3a76-ad18-0ab20096e498,1583281,576610,1,1,거부,112011,192306,0,2011-05-16 18:08:20.288158+02
1340813,725ef672-7db2-35a9-a3d7-f6ce8714d9c2,1583281,576611,1,1,거부,112011,192306,0,2011-05-16 18:08:20.288158+02
1340803,9982fd91-540b-39cb-89f0-9da86c2c4ea8,1583283,576610,3,3,혼잣말,112011,284013,0,2011-05-16 18:08:20.288158+02
1340815,24bf519a-27eb-3269-9648-141dbe5f3756,1583283,576611,3,3,혼잣말,112011,284013,0,2011-05-16 18:08:20.288158+02
1340805,38ecbc55-ac3c-3de8-b7e6-34906e836fa5,1583285,576610,5,5,Clear Vision,112011,302466,0,2011-05-16 18:08:20.288158+02
1340817,e8b536c7-ec50-3cc1-8787-b8fc7eeb0b8e,1583285,576611,5,5,Clear Vision,112011,302466,0,2011-05-16 18:08:20.288158+02
1340806,a1d9fae0-071d-35e7-8738-02c22e98c8e5,1583286,576610,6,6,Je ne veux pas [원치않아],112011,292800,0,2011-05-16 18:08:20.288158+02
1340818,333afb77-59c5-313b-97cc-c48feafea215,1583286,576611,6,6,Je ne veux pas [원치않아],112011,292800,0,2011-05-16 18:08:20.288158+02
1340808,8a298f79-7bb2-3db4-8ef8-2a6b7b409970,1583288,576610,8,8,Sadness,112011,259360,0,2011-05-16 18:08:20.288158+02
1340820,d8cb92c1-b91d-3bc6-92ef-eed0121691c5,1583288,576611,8,8,Sadness,112011,259360,0,2011-05-16 18:08:20.288158+02
1340809,5aa76918-7892-3c8e-af07-23ccf08ab67c,1583289,576610,9,9,Wine,112011,255826,0,2011-05-16 18:08:20.288158+02
1340821,8376c9c8-8cc8-35ef-8a40-48b9908f4e32,1583289,576611,9,9,Wine,112011,255826,0,2011-05-16 18:08:20.288158+02
1420179,38cefe46-415b-339d-82f1-d058f5632f6d,1677165,327888,3,3,I Wanna Get High,84,221933,0,2011-05-16 18:08:20.288158+02
1420182,9bee06c0-6081-37d2-ab1a-7be2b8db77a9,860921,327888,6,6,Who's Got the Herb?,360,290240,0,2011-05-16 18:08:20.288158+02
1420191,a0d6e7a2-bbf8-333d-bc21-d45b019f9e74,1677177,327888,15,15,High Time We Went,2474,238773,0,2011-05-16 18:08:20.288158+02
1420192,89679d4e-0594-35cf-8449-ff912c16e19b,1677178,327888,16,16,Pot Head Pixies,64076,178000,0,2011-05-16 18:08:20.288158+02
1482346,bd38e85f-28ef-3f55-920d-7ded2b6bcdf9,544046,162,7,7,You've Lost That Lovin' Feeling,37921,278693,0,2011-11-23 19:00:17.212198+01
1741020,6ce9782e-f192-38b9-9c80-ef58565d41d5,2069400,221485,5,5,I Wanna Be Where You Are (unedited demo),962,367146,0,2011-05-16 18:08:20.288158+02
1741034,1114f10c-1ab7-3a6a-be2c-9976a7b02dbc,2069400,373548,5,5,I Wanna Be Where You Are (unedited demo),962,367146,0,2011-05-16 18:08:20.288158+02
1741022,3d12ae62-e601-3f02-91d5-0b7340015295,2069402,221485,7,7,All the Way Around (alternate),962,232466,0,2011-05-16 18:08:20.288158+02
1741036,6952e756-23f3-3b44-9ad8-4fa254ff5a46,2069402,373548,7,7,All the Way Around (alternate),962,232466,0,2011-05-16 18:08:20.288158+02
1826517,0bc79113-392d-3e85-9fac-9c377d30320e,2175919,1019020,12,12,I'm Ready,58589,180026,0,2011-05-16 18:08:20.288158+02
1826509,2e2e3d02-69c5-355c-8b82-aedc92d452fa,2175911,1019020,4,4,"Black, White & Blue",58589,279893,0,2011-05-16 18:08:20.288158+02
1826513,f0e2ed29-dafd-3cf2-a847-dc2f629b58de,2175915,1019020,8,8,Key to the Highway,58589,214240,0,2011-05-16 18:08:20.288158+02
2423596,07b449ee-6a06-3c1c-bd16-0b95e95101c6,2899494,1037917,8,8,Too Many Women,20422,254560,0,2011-05-16 18:08:20.288158+02
2553355,b8d15535-f3d5-3e95-83d1-df207eabb385,11177646,683929,13,13,Qui a tort,51778,194640,0,2011-06-18 01:00:11.047591+02
2666085,068d3e4b-fcee-3c3f-8aad-cd7b36bc1be0,3199563,77870,3,3,Untitled 12,3214,,0,2011-05-16 18:08:20.288158+02
3747924,cdf2ae59-5c26-331e-bab5-9933c92ec7a5,4554725,960349,2,2,Rhiannon,199457,,0,2011-05-16 18:08:20.288158+02
3747931,91bba390-337c-3810-ae3d-e4a3dd01ca64,4554732,960349,9,9,Adar Rhiannon (Birds of Rhiannon),199457,,0,2011-05-16 18:08:20.288158+02
3747932,644b8e14-9284-32ca-a5c6-fb28e51d795e,4554733,960349,10,10,Hwiangerdd (Cradlesong),199457,,0,2011-05-16 18:08:20.288158+02
3747933,206ae29e-4dac-3629-872e-9cd6d4292cf0,4554734,960349,11,11,Manawydan yn Llundain (Manawydan in London),199457,,0,2011-05-16 18:08:20.288158+02
3747936,04e476c1-de62-3dcd-bee9-12a231906cc1,4554737,960349,14,14,Crogbren i Lygoden (A Gallows for a Mouse),199457,,0,2011-05-16 18:08:20.288158+02
3747939,55fe400a-de05-3808-aa0c-c63b6dfb4180,4554740,960349,17,17,"Arianhrhod-Morwyn Anhebygol (Arianhrhod, Unlikely Virgin)",199457,,0,2011-05-16 18:08:20.288158+02
3747941,f7df61ce-26a6-35a6-a166-cd12b2d3c251,4554742,960349,19,19,Cân Gwydion i Lleu (Gwydion's Song to Lleu),199457,,0,2011-05-16 18:08:20.288158+02
3808813,06d25bff-5bc0-38f1-8e57-35d56beeed11,4632430,269763,1,1,The Gift,212213,75000,0,2011-05-16 18:08:20.288158+02
3808823,27db14e7-628a-3cea-8e02-8e5bce504970,4632440,269763,11,11,138,212213,235000,0,2011-05-16 18:08:20.288158+02
3879536,c816a648-a4a2-341c-b295-c78c2c61f256,4721883,380756,11,11,Wake Me Up! (Extended Version),78207,590040,0,2011-05-16 18:08:20.288158+02
4282226,5803ce84-08e1-3fe0-b126-a700e6606ab6,5271171,98008,4,4,God Moves on the Water,171639,218200,0,2011-05-16 18:08:20.288158+02
4282227,7201cf78-9c04-3535-9a3c-ef6cb6b618a9,5271172,98008,5,5,Castin' My Spell,125575,210746,0,2011-05-16 18:08:20.288158+02
4282231,3e3b0ee9-3218-3268-8805-b0c9e615245b,5271176,98008,9,9,Midnight Hour,269907,338546,0,2011-05-16 18:08:20.288158+02
4820099,906d5d61-914f-363f-8b52-e020b20db183,5930395,161193,18,18,På min lysegrønne ø,187812,293226,0,2011-05-16 18:08:20.288158+02
4820100,f59e0b96-8fb3-3461-b415-9d9f9538092c,5930396,161193,19,19,Det er en af de gutter,187812,166533,0,2011-05-16 18:08:20.288158+02
4820131,f52e9f65-ba7a-3290-a32d-e27a0148d7af,5930427,161195,11,11,Jeg vil leve á la carte,187812,210973,0,2011-05-16 18:08:20.288158+02
4820134,50680232-8c93-336a-8913-b572cc9c227c,5930430,161195,14,14,"Drømnmer man om den, vågner man aldrig op igen",187812,182066,0,2011-05-16 18:08:20.288158+02
4820137,387b98f2-145b-37b9-857a-0fbdf98236a1,5930433,161195,17,17,Kom Karoline,187812,172600,0,2011-05-16 18:08:20.288158+02
4820140,1768bddd-bab3-3ac2-93b1-27bb82ed4092,5930436,161195,20,20,"Å hvor jeg, ih hvor jeg, uh hvor jeg vil",187812,182493,0,2011-05-16 18:08:20.288158+02
4820141,802856b7-3893-3d7f-b7b1-e97b97872c26,5930437,161195,21,21,Kammerat vær en mand,187812,189533,0,2011-05-16 18:08:20.288158+02
4861020,350ade46-ff99-3a9a-8416-d1c105500977,5977343,166628,7,7,Enter the Eternal Fire,79977,394773,0,2011-05-16 18:08:20.288158+02
5109714,7a48a5a9-682b-32f5-aaca-131e64b02313,547855,221484,5,5,I Wanna Be Where You Are,962,77333,0,2011-05-16 18:08:20.288158+02
5109728,9e6a8e07-59c3-3071-9668-df929e50acc9,547855,373542,5,5,I Wanna Be Where You Are,962,77333,0,2011-05-16 18:08:20.288158+02
5109716,edd77dba-8c18-3e2b-8193-84480da0bb5b,6257466,221484,7,7,All the Way Around,962,230880,0,2011-05-16 18:08:20.288158+02
5109730,043b517c-78ef-32d6-ac6c-96f8d8ac0af8,6257466,373542,7,7,All the Way Around,962,230880,0,2011-05-16 18:08:20.288158+02
5109721,0f27dce0-13ce-3092-9c5a-14d137696634,6257471,221484,12,12,"I Want You (vocal, promo only version)",962,218000,0,2011-05-16 18:08:20.288158+02
5109735,b39a53f1-9784-3c15-bc91-a1104650297a,6257471,373542,12,12,"I Want You (vocal, promo only version)",962,218000,0,2011-05-16 18:08:20.288158+02
5109723,4ba75e4f-439c-3dd5-a91d-2accae93cf70,6257473,221484,14,14,Strange Love (Feel All My Love Inside) (instrumental),962,177706,0,2011-05-16 18:08:20.288158+02
5109737,911c350e-8898-3ea8-87d5-a933a534d7c1,6257473,373542,14,14,Strange Love (Feel All My Love Inside) (instrumental),962,177706,0,2011-05-16 18:08:20.288158+02
5664779,50ae73a1-c0ae-3878-b613-d45ee9730562,6864068,260629,2,2,Demonizer,1660,283133,0,2011-05-16 18:08:20.288158+02
6112173,13c057e7-951f-3b9a-8a33-a791a57fbcf6,7345349,312224,6,6,After All,57588,250440,0,2011-05-16 18:08:20.288158+02
6112174,eda6cb88-119c-31ce-aee8-b67be91cb361,7345350,312224,7,7,Improvisation N.1,57588,282546,0,2011-05-16 18:08:20.288158+02
6112179,cc2e5c87-fa5b-3569-bfe8-83e87db5f084,7345355,312224,12,12,Never Always,57588,353373,0,2011-05-16 18:08:20.288158+02
6123741,45653e9f-e63c-3930-af3c-4db26e35db7c,7358177,313356,10,10,"Symphony No. 14, BVN 336 ""Morgenen"": II. Upåagtede morgenstjerner (Unnoticed Morning Stars)",471912,437493,0,2011-05-16 18:08:20.288158+02
7319027,75a4ab1f-5e04-3af9-b1e2-f2e5a3d21b78,8642238,991774,1,1,Vaudou,175650,213000,0,2011-05-16 18:08:20.288158+02
7319030,0d736889-4f3c-38ba-9d8d-a7b694a36084,8642241,991774,4,4,Bien au chaud,175650,232000,0,2011-05-16 18:08:20.288158+02
7319033,0e25f556-c529-3001-804c-46daf84b22c9,8642244,991774,7,7,Déranger,175650,270000,0,2011-05-16 18:08:20.288158+02
8378169,0a750716-99e8-384d-9225-f78664f7b6a6,9788996,586791,5,5,Devil in My Bed,55741,347000,0,2011-05-16 18:08:20.288158+02
8378170,ddab6a85-6518-3528-a345-477c9c21be8d,9788997,586791,6,6,First Floor,66501,256000,0,2011-05-16 18:08:20.288158+02
8378178,92fed80f-4ea9-3c58-9c8c-321915e7b596,9789005,586791,14,14,Plump,3382,343000,0,2011-05-16 18:08:20.288158+02
8378179,bf12ae46-32e0-3d86-b279-bbe9500731ca,9789006,586791,15,15,Melodie Für Jessica (Deep Dive Corp. mix),205715,357000,0,2011-05-16 18:08:20.288158+02
8802793,71057bf3-5c4a-319c-8830-1ae0439c87e4,10238871,856274,2,2,I tospann,132349,223666,0,2011-05-16 18:08:20.288158+02
8802800,827c7840-2fbc-3648-b455-bd3b4addae02,10238878,856274,9,9,Noen kommer noen går,132349,183000,0,2011-05-16 18:08:20.288158+02
8802801,5637a8ef-c646-33a9-8e2e-5d2c6ba13716,10238879,856274,10,10,Sundagskveld,132349,175333,0,2011-05-16 18:08:20.288158+02
8877440,9db4cbd5-6e03-351b-94cb-5a43d38ecb17,10320243,632380,6,6,מפריד ביננו ים,153623,,0,2011-05-16 18:08:20.288158+02
8877443,86d714d1-c812-3737-8722-e63acac8686b,10320246,632380,9,9,חבקי אותי,153623,,0,2011-05-16 18:08:20.288158+02
8942117,f333828a-65cc-36a9-b034-f888d3522741,10389426,640088,1,1,Asthmatic Lion (P3Z remix),136847,211600,0,2011-05-16 18:08:20.288158+02
9758222,2899b0c3-6556-3cd6-a8f1-611b8d5398c1,11262540,851638,2,2,Astronomica,55290,296000,0,2011-05-16 18:08:20.288158+02
9758224,989cfbed-c1c9-3396-b708-67a51f4dec46,11262542,851638,4,4,Rachel's Eyes,55290,273000,0,2011-05-16 18:08:20.288158+02
9959297,a9af34b7-0808-30bf-9e5f-442dc7a20b7a,11485607,742104,4,4,Noizze Time,60455,256000,0,2011-05-16 18:08:20.288158+02
9959298,7b24608f-2de4-3c0c-bba2-b3dcae2f80fe,11485608,742104,5,5,Rebel Rock,60455,284000,0,2011-05-16 18:08:20.288158+02
9959299,808be99c-943b-37d7-8f56-d3bc5e39918d,11485609,742104,6,6,Livin' With Friction,60455,293000,0,2011-05-16 18:08:20.288158+02
9959300,a6716439-7406-3178-bd0c-15866d1dc2cd,11485610,742104,7,7,Renegade in X-Ill,60455,262000,0,2011-05-16 18:08:20.288158+02
9959305,1cdba77e-b901-3128-82d1-b74cb7067b2b,11485626,742106,1,1,Renegade in X-Ill,60455,267000,0,2011-05-16 18:08:20.288158+02
9959306,a06531e5-302e-3dae-ad03-02253f5a14c4,11485627,742106,2,2,Dwelling in the Real World,60455,270000,0,2011-05-16 18:08:20.288158+02
9959309,390e487d-3cf8-3eba-8706-96d6ed8bb4e0,11485630,742106,5,5,Noizze Time,60455,252000,0,2011-05-16 18:08:20.288158+02
9959311,2cff0c03-d440-3b99-9155-63ea3857f09d,11485632,742106,7,7,Rebel Rock,60455,364000,0,2011-05-16 18:08:20.288158+02
10109796,1623bc54-bc1b-3655-a146-4ab0ee15dab4,11653741,755916,5,5,Buddha's Birthday,608372,536000,0,2011-05-16 18:08:20.288158+02
10109801,5d483de4-3833-31fc-8539-9c6286c6f91a,11653746,755916,10,10,S.O.S. (Slave Owning System),618957,493000,0,2011-05-16 18:08:20.288158+02
10619222,95162b5f-ec84-3ddc-b7fe-db9981b73719,12215184,811003,2,2,It Could Be Clouds,707464,,0,2011-05-16 18:08:20.288158+02
10619224,9bdb4ffd-6bef-31cc-a675-ce76074d650d,12215186,811003,4,4,The Space Between Atoms,707464,,0,2011-05-16 18:08:20.288158+02
10686838,fe3d8525-e5ee-3a1e-9b3c-0d7bf4e98e00,12290737,820157,2,2,Der Mai,761525,122760,0,2011-05-16 18:08:20.288158+02
10686843,179bead5-0d50-3f6b-88a8-4f5070c1930a,12290742,820157,7,7,Die Marketenderin,761525,187293,0,2011-05-16 18:08:20.288158+02
10686846,df0afcda-f732-312d-855a-590e04fe56e8,12290745,820157,10,10,Badisches Wiegenlied,761525,150026,0,2011-05-16 18:08:20.288158+02
10686849,f68e78f5-8b8f-382d-968d-10642026a236,12290748,820157,13,13,Starkdeutschwalzer,761525,138186,0,2011-05-16 18:08:20.288158+02
10686860,2adf0974-9047-30af-af43-d9338c7f6eab,12290759,820157,24,24,The Leaving of Liverpool,761525,227720,0,2011-05-16 18:08:20.288158+02
6931748,10fe2154-9b21-3e10-8e0b-dffc4a304162,8229879,415676,4,4,It's a Fine Day,211376,212000,0,2011-06-14 21:38:59.909605+02
6931750,89ce91f4-504d-3903-979a-0f2aa6bbae5b,8229881,415676,6,6,Outland,472141,270000,0,2011-06-14 21:38:59.909605+02
6931752,14d246ac-965a-3ac6-8fc6-7d3cf866020d,8229883,415676,8,8,Until Monday,828703,258000,0,2011-06-14 21:38:59.909605+02
6931754,0c4514f8-5af9-3853-b9db-35f8a1e9cea9,8229885,415676,10,10,Arrogance,540530,261000,0,2011-06-14 21:38:59.909605+02
6931755,9136de33-1d68-34ef-a5e2-f12b5eb3b214,8229886,415676,11,11,Secret,305679,208000,0,2011-06-14 21:38:59.909605+02
6931758,420d971d-30bb-38ec-b5b6-ebfbb574c417,8229889,415676,14,14,Quadrophobia (Klubbheads remix),314600,79000,0,2011-06-14 21:38:59.909605+02
6931759,def58592-28f4-3cc3-9da6-a0ec58d36ff3,8229890,415676,15,15,Check My Beat,462963,115000,0,2011-06-14 21:38:59.909605+02
6931763,f3d1a3e3-d5bd-3251-a7a0-77fcb0cfcc64,8229894,415676,19,19,"World, Hold On (feat. Steve Edwards) (Arwell remix)",2043,339000,0,2011-06-14 21:38:59.909605+02
11331708,fdf29528-c727-30ef-a475-8b33cb0935c4,12889863,1096486,1,1,Falling Star (Original Vox Mix),48339,401000,0,2011-11-01 06:54:27.361852+01
11331709,3dae0df3-60da-3608-819e-289eb818fdb1,12889864,1096486,2,2,Falling Star (Daniele Tignino Dub Mix),48339,419000,0,2011-11-01 06:54:27.361852+01
11331713,03b410a6-f653-3cc1-8f9e-5fd420cf755e,12889868,1096486,6,6,Falling Star (Dub Mix PvD Edit),48339,396000,0,2011-11-01 06:54:27.361852+01
11331714,966a67af-611b-3f6d-982c-6ea076fb2650,12889869,1096486,7,7,Falling Star (Radio Edit - Vandit),48339,220000,0,2011-11-01 06:54:27.361852+01
11331716,3626544c-ef07-3484-b5c4-7baa9d665546,12889871,1096486,9,9,Falling Star (Moulin Rouge),48339,355000,0,2011-11-01 06:54:27.361852+01
11713032,d26ba0cd-f014-3d4a-819e-d497d47d9f1b,13168472,1127075,5,5,Прячься,529441,183000,0,2012-01-21 00:06:54.291585+01
11713033,0e0bb35c-e5b5-3a97-bdd6-89fb3edb7725,13168473,1127075,6,6,Журавлики,529441,220000,0,2012-01-21 00:06:54.291585+01
11713038,40600c13-48c7-3a19-ae69-915a22067848,13168478,1127075,11,11,Крылья,529441,215000,0,2012-01-21 00:06:54.291585+01
11713039,bf3e1167-d3c7-3ffc-b048-d582cb3cc280,13168479,1127075,12,12,Питерский флоу,529441,243000,0,2012-01-21 00:06:54.291585+01
11781397,b01b7469-050b-3423-8d5a-a0ac1605d843,13209387,1131649,9,9,Έλα ε!,219729,,0,2012-02-01 16:16:06.769627+01
12141128,00c5d8f3-2fd3-3983-8e4e-3f431e0d0c99,2322699,909660,2,2,Why Would You Stay Here,158469,180986,0,2012-04-06 00:12:28.492982+02
12141131,82e5af7d-2cf5-38f9-adaa-1950fb96bb63,2322702,909660,5,5,After Dark,158469,108253,0,2012-04-06 00:12:28.492982+02
12739670,55d0ce00-74af-3cb0-ba1a-b580a9df167c,9106863,512299,1,A,(Sittin' on) The Dock of the Bay,100768,161000,0,2012-07-04 08:03:03.394139+02
12861572,b9d32d8a-325f-342c-be69-05ea5311b642,13782327,1200892,7,7,Posse on Broadway,1154853,305000,0,2013-04-19 20:00:24.079323+02
13374136,dbb4e232-d624-3ad1-af1c-ad12b2bac91b,14066362,1232006,3,3,Brake Your Neck,977507,495000,0,2012-10-08 19:49:27.166865+02
13374143,0c0cd3d3-c493-386f-97a5-5a318728d29c,14066369,1232006,10,10,Phone Akine Tone,977507,325000,0,2012-10-08 19:49:27.166865+02
13374146,7af501eb-d721-3f96-9239-a6ba0c131eec,14066372,1232007,3,3,Rhythm of the Roots,977507,389000,0,2012-10-08 19:49:27.166865+02
13374149,8c83cac5-fb93-320d-a549-04bb8bd750cd,14066375,1232007,6,6,Spiral Caterpillar,977507,597000,0,2012-10-08 19:49:27.166865+02
13510013,c90643db-9bc8-3e6d-9dd1-748d9afd7a12,3972392,326695,4,4,Shimmy Shimmy Ya (extended instrumental),841922,220000,0,2012-10-29 12:38:49.701452+01
13510014,12e9d5cc-9772-3e7a-9508-b31442058c69,3972395,326695,5,5,Baby C’mon (LP version instrumental),841922,222000,0,2012-10-29 12:38:49.701452+01
14380922,1d192130-993e-3508-92b9-d42ba9a431bd,11152097,703604,5,5,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil I, Bar 211. ""Infirma nostri corporis""",10293,144093,0,2013-03-14 18:53:13.800592+01
14380923,b26e2718-3654-37f0-83dd-913f5b45dc9a,11152098,703604,6,6,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil I, Bar 258. ""Accende lumen sensibus""",10293,253066,0,2013-03-14 18:53:13.800592+01
14380926,82790ee6-30cf-32fa-9d87-f987014a64bb,11152101,703604,9,9,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil II, Bar 1. Poco adagio",10293,343600,0,2013-03-14 18:53:13.800592+01
14380927,0950f656-8e13-380c-981f-61697a2f9d53,11152102,703604,10,10,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil II, Bar 97. Pìu mosso",10293,178773,0,2013-03-14 18:53:13.800592+01
14380929,86375b2f-53c2-323f-aa23-eda57cd51565,11152104,703604,12,12,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil II, Bar 219. ""Ewiger Wonnenbrand"" (Pater scstaticus)",10293,79000,0,2013-03-14 18:53:13.800592+01
14380938,40bea8ab-dd6d-39ca-b07f-309fb51a6448,11152113,703604,21,21,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil II, Bar 1093. ""Neige, neige"" (Una poenitentium)",10293,49000,0,2013-03-14 18:53:13.800592+01
3747943,7e043046-21de-31cd-97dc-e3746f511508,4554744,960349,21,21,Geiriau Ymadael (Parting Words),199457,,0,2011-05-16 18:08:20.288158+02
14380941,6e3b82ba-24fd-3fb9-987a-849a1b322c56,11152116,703604,24,24,"Symphony no. 8 in E-flat major ""Symphony of a Thousand"": Teil II, Bar 1449. Chorus mysticus: Alles Vergängliche ist nur ein Gleichnis",10293,309773,0,2013-03-14 18:53:13.800592+01
14666028,ed35e42c-2617-3e7a-81d7-7b92c6ffd9fe,14869544,1322427,1,1,Back To The Wall,1159548,190000,0,2013-05-01 17:30:58.849982+02
14666030,37af278d-c375-3883-b3c5-80b9cfe8a47d,14869546,1322427,3,3,Bubbles,1159548,288000,0,2013-05-01 17:30:58.849982+02
14666034,15e8f7b0-a31d-396e-bb34-c20a79186d6a,14869550,1322427,7,7,The Trooper,1159548,281000,0,2013-05-01 17:30:58.849982+02
14666036,6c4c4bb5-1fd0-3415-8c55-fa8cee69fc59,14869552,1322427,9,9,Supermassive Black Hole,1159548,231000,0,2013-05-01 17:30:58.849982+02
14666037,db380638-d13b-3051-a552-74029e1a7298,14869553,1322427,10,10,Theories of Revolution,1159548,252000,0,2013-05-01 17:30:58.849982+02
14666038,06131f56-68b4-30b4-8266-3d75b161dd1f,14869554,1322427,11,11,Big Scary Monster,1159548,350000,0,2013-05-01 17:30:58.849982+02
14737889,84beb5c6-098b-3e5a-81b2-c6b33c152909,8229819,415670,5,5,Edge of Space,363392,335000,0,2013-05-12 20:29:30.830067+02
